"clinic","year_id","used","mean","n","type","agegr","age","agspan","ihme_loc_id","lbd_areal","lbd_missing","iso3","site_pred","adm0_mean","adm0_lower","adm0_upper","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Lubombo",2000,TRUE,0.345,643,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.21758944487402,0.231237112339621,0.213486747436709,0.24904277014311,NA,NA,NA,NA,NA
"Manzini",2000,TRUE,0.41,614,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.217830137445042,0.231237112339621,0.213486747436709,0.24904277014311,NA,NA,NA,NA,NA
"Shiselweni",2000,TRUE,0.27,430,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.204137856874964,0.231237112339621,0.213486747436709,0.24904277014311,NA,NA,NA,NA,NA
"Dvokolwako",2002,TRUE,0.325,114,"ancss","15-49","15","35","SWZ",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwaleni Clinic",2002,TRUE,0.377,53,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.243390470743179,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"FLAS Clinic",2002,TRUE,0.4,198,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.263709872961044,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Hlathikhulu PHU",2002,TRUE,0.349,195,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.242829635739326,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"King Sobhuza II PHU",2002,TRUE,0.425,200,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.267322361469269,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Lomahasha Clinic",2002,TRUE,0.352,162,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.25552424788475,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Luyengo Clinic",2002,TRUE,0.401,147,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.260063767433167,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Mankayane HC",2002,TRUE,0.423,149,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.253376096487045,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Matsanjeni HC",2002,TRUE,0.383,167,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.262229382991791,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Mbabane",2002,TRUE,0.377,199,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.267994463443756,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Mkhuzweni HC",2002,TRUE,0.305,190,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.257216244935989,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Ndevane Clinic",2002,TRUE,0.326,95,"ancss","15-49","15","35","SWZ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nhlangano HC",2002,TRUE,0.404,218,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.254709035158157,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Pigg's Peak",2002,TRUE,0.467,169,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.269725143909454,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Siteki PHU",2002,TRUE,0.374,171,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.270618110895157,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Sithobela HC",2002,TRUE,0.344,125,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.244278639554977,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Vuvulane Clinic",2002,TRUE,0.473,203,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.255535244941711,0.258041616701437,0.240420057523152,0.276170583126702,NA,NA,NA,NA,NA
"Dvokolwako",2004,TRUE,0.351,114,"ancss","15-49","15","35","SWZ",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwaleni Clinic",2004,TRUE,0.517,56,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.268576323986053,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"FLAS Clinic",2004,TRUE,0.237,93,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.281669944524765,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Hlathikhulu PHU",2004,TRUE,0.387,199,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.267047613859177,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"King Sobhuza II PHU",2004,TRUE,0.526,213,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.286102890968323,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Lomahasha Clinic",2004,TRUE,0.451,144,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.277460813522339,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Luyengo Clinic",2004,TRUE,0.455,187,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.277175754308701,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Mankayane HC",2004,TRUE,0.38,171,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.273100584745407,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Matsanjeni HC",2004,TRUE,0.37,192,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.284392803907394,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Mbabane",2004,TRUE,0.432,199,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.288625061511993,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Mkhuzweni HC",2004,TRUE,0.317,199,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.277298212051392,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Ndevane Clinic",2004,TRUE,0.423,130,"ancss","15-49","15","35","SWZ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nhlangano HC",2004,TRUE,0.4502,291,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.278546780347824,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Pigg's Peak",2004,TRUE,0.467,169,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.28645047545433,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Siteki PHU",2004,TRUE,0.419,222,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.295030117034912,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Sithobela HC",2004,TRUE,0.356,104,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.266708880662918,0.278677549029677,0.261804724546529,0.296365399578314,NA,NA,NA,NA,NA
"Dvokolwako",2006,TRUE,0.346,104,"ancss","15-49","15","35","SWZ",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwaleni Clinic",2006,TRUE,0.388,85,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.242421314120293,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"FLAS Clinic",2006,TRUE,0.261,138,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.254704266786575,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Hlathikhulu PHU",2006,TRUE,0.439,189,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.241281718015671,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"King Sobhuza II PHU",2006,TRUE,0.495,198,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.263700515031815,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Lomahasha Clinic",2006,TRUE,0.283,99,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.269877761602402,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Luyengo Clinic",2006,TRUE,0.416,154,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.255421757698059,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Mankayane HC",2006,TRUE,0.325,160,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.249619960784912,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Matsanjeni HC",2006,TRUE,0.371,132,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.262013167142868,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Mbabane",2006,TRUE,0.385,200,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.273361772298813,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Mkhuzweni HC",2006,TRUE,0.357,126,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.271117210388184,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Ndevane Clinic",2006,TRUE,0.415,106,"ancss","15-49","15","35","SWZ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nhlangano HC",2006,TRUE,0.431,202,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.252839624881744,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Pigg's Peak",2006,TRUE,0.448,145,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.284238487482071,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Siteki PHU",2006,TRUE,0.382,165,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.282453566789627,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Sithobela HC",2006,TRUE,0.333,177,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.24424709379673,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Vuvulane Clinic",2006,TRUE,0.522,92,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.269673079252243,0.260481130079037,0.250453230136313,0.270088429401343,NA,NA,NA,NA,NA
"Dvokolwako",2008,TRUE,0.363,91,"ancss","15-49","15","35","SWZ",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwaleni Clinic",2008,TRUE,0.32,25,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.255333691835403,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"FLAS Clinic",2008,TRUE,0.288,118,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.276467233896255,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Hlathikhulu PHU",2008,TRUE,0.399,148,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.256876707077026,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"King Sobhuza II PHU",2008,TRUE,0.432,294,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.276320338249207,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Lomahasha Clinic",2008,TRUE,0.474,78,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.299172043800354,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Luyengo Clinic",2008,TRUE,0.464,300,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.275514900684357,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Mankayane HC",2008,TRUE,0.455,112,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.268625408411026,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Matsanjeni HC",2008,TRUE,0.412,34,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.281473368406296,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Mbabane",2008,TRUE,0.477,222,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.292378664016724,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Mkhuzweni HC",2008,TRUE,0.479,71,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.295945107936859,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Ndevane Clinic",2008,TRUE,0.5,28,"ancss","15-49","15","35","SWZ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nhlangano HC",2008,TRUE,0.379,198,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.263427764177322,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Pigg's Peak",2008,TRUE,0.355,110,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.307228922843933,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Siteki PHU",2008,TRUE,0.398,98,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.303960680961609,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Sithobela HC",2008,TRUE,0.46,50,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.266777515411377,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Vuvulane Clinic",2008,TRUE,0.478,46,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.293537437915802,0.280541626608515,0.263268158103136,0.297720980195999,NA,NA,NA,NA,NA
"Dvokolwako",2010,TRUE,0.385,91,"ancss","15-49","15","35","SWZ",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwaleni Clinic",2010,TRUE,0.158,19,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.258676946163177,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"FLAS Clinic",2010,TRUE,0.398,98,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.272648096084595,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Hlathikhulu PHU",2010,TRUE,0.354,113,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.258071690797806,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"King Sobhuza II PHU",2010,TRUE,0.331,121,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.273399859666824,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Lomahasha Clinic",2010,TRUE,0.417,108,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.313869386911392,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Luyengo Clinic",2010,TRUE,0.331,121,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.270064979791641,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Mankayane HC",2010,TRUE,0.352,105,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.265069365501404,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Matsanjeni HC",2010,TRUE,0.424,172,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.298293083906174,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Mbabane",2010,TRUE,0.435,200,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.285509824752808,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Mkhuzweni HC",2010,TRUE,0.39,100,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.303255319595337,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Ndevane Clinic",2010,TRUE,0.438,300,"ancss","15-49","15","35","SWZ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nhlangano HC",2010,TRUE,0.474,76,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.261615693569183,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Pigg's Peak",2010,TRUE,0.467,75,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.306868582963943,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Siteki PHU",2010,TRUE,0.448,67,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.313557744026184,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Sithobela HC",2010,TRUE,0.431,58,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.269179850816727,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
"Vuvulane Clinic",2010,TRUE,0.438,48,"ancss","15-49","15","35","SWZ",0,0,"SWZ",0.304766744375229,0.281534812836089,0.262501022117732,0.299878579445004,NA,NA,NA,NA,NA
